type_of_food,neighborhood,price,outputs
cafe,São Paulo,3,0.6
brunch,Alvalade,3,0.6
brunch,Alvalade,1,0.6
brunch,Alvalade,2,0.6
mediterranean,São Paulo,4,0.6
mediterranean,São Paulo,3,0.6
european,São Paulo,1,0.6
fast_food,Castelo,1,0.6
chicken,São Paulo,2,0.6
chicken,São Paulo,4,0.6
chicken,São Paulo,3,0.6
bar,São Paulo,2,0.6
asian,Castelo,1,0.6
bar,São Paulo,4,0.6
bar,São Paulo,3,0.6
italian,Castelo,1,0.6
seafood,São Paulo,2,0.6
seafood,São Paulo,1,0.6
seafood,São Paulo,4,0.6
burger,Castelo,1,0.6
south_america,São Paulo,2,0.6
africa_me,Castelo,1,0.6
south_america,São Paulo,4,0.6
south_america,São Paulo,3,0.6
mediterranean,São Paulo,2,0.6
cafe,Alvalade,4,0.6
bistro,Alvalade,3,0.6
mediterranean,Alvalade,2,0.6
bistro,Alvalade,2,0.6
veggie_healthy,Alvalade,3,0.6
veggie_healthy,Alvalade,4,0.6
veggie_healthy,Alvalade,1,0.6
veggie_healthy,Alvalade,2,0.6
south_america,Alvalade,3,0.6
south_america,Alvalade,1,0.6
south_america,Alvalade,2,0.6
seafood,Alvalade,3,0.6
seafood,Alvalade,1,0.6
seafood,Alvalade,2,0.6
bar,Alvalade,3,0.6
bar,Alvalade,1,0.6
bar,Alvalade,2,0.6
chicken,Alvalade,3,0.6
chicken,Alvalade,1,0.6
chicken,Alvalade,2,0.6
european,Alvalade,3,0.6
european,Alvalade,4,0.6
european,Alvalade,1,0.6
european,Alvalade,2,0.6
mediterranean,Alvalade,3,0.6
mediterranean,Alvalade,1,0.6
veggie_healthy,São Paulo,2,0.6
veggie_healthy,São Paulo,3,0.6
bistro,São Paulo,2,0.6
japanese,Castelo,3,0.6
european,Castelo,4,0.6
italian,São Paulo,3,0.6
mediterranean,Castelo,1,0.6
mediterranean,Castelo,2,0.6
pastry,São Paulo,2,0.6
cafe,Castelo,1,0.6
brunch,Castelo,3,0.6
pastry,São Paulo,4,0.6
brunch,Castelo,1,0.6
brunch,Castelo,2,0.6
pastry,São Paulo,3,0.6
fado,Santo Condestável,4,0.6
fado,Santo Condestável,1,0.6
fast_food,São Paulo,2,0.6
fast_food,Santo Condestável,4,0.6
fast_food,Santo Condestável,1,0.6
fast_food,São Paulo,4,0.6
fast_food,São Paulo,3,0.6
pastry,Santo Condestável,4,0.6
pastry,Santo Condestável,1,0.6
fado,São Paulo,2,0.6
asian,Santo Condestável,4,0.6
asian,Santo Condestável,1,0.6
italian,São Paulo,4,0.6
chicken,Castelo,2,0.6
italian,São Paulo,2,0.6
grill,Castelo,1,0.6
bistro,São Paulo,3,0.6
japanese,Castelo,1,0.6
grill,São Paulo,2,0.6
grill,São Paulo,4,0.6
pizza,Castelo,1,0.6
grill,São Paulo,3,0.6
indian_nepalese,São Paulo,2,0.6
indian_nepalese,São Paulo,4,0.6
indian_nepalese,São Paulo,3,0.6
pizza,São Paulo,2,0.6
pizza,São Paulo,1,0.6
africa_me,São Paulo,3,0.6
pizza,São Paulo,4,0.6
bistro,Castelo,2,0.6
japanese,São Paulo,1,0.6
japanese,São Paulo,3,0.6
pasta,São Paulo,1,0.6
pasta,São Paulo,4,0.6
south_america,Castelo,1,0.6
africa_me,São Paulo,2,0.6
africa_me,São Paulo,1,0.6
grill,Santa Isabel,1,0.6
bistro,Alvalade,1,0.6
grill,Alvalade,2,0.6
fado,São Domingos de Benfica,4,0.6
japanese,São Domingos de Benfica,1,0.6
africa_me,Santa Engrácia,1,0.6
pizza,São Domingos de Benfica,4,0.6
pizza,São Domingos de Benfica,1,0.6
portuguese,São Domingos de Benfica,3,0.6
portuguese,São Domingos de Benfica,4,0.6
portuguese,São Domingos de Benfica,1,0.6
portuguese,São Domingos de Benfica,2,0.6
indian_nepalese,São Domingos de Benfica,3,0.6
indian_nepalese,São Domingos de Benfica,4,0.6
indian_nepalese,São Domingos de Benfica,2,0.6
grill,São Domingos de Benfica,3,0.6
grill,São Domingos de Benfica,4,0.6
bistro,São Domingos de Benfica,3,0.6
bistro,São Domingos de Benfica,4,0.6
bistro,São Domingos de Benfica,2,0.6
burger,Santa Engrácia,1,0.6
veggie_healthy,São Domingos de Benfica,4,0.6
italian,Santa Engrácia,2,0.6
south_america,São Domingos de Benfica,3,0.6
south_america,São Domingos de Benfica,4,0.6
seafood,São Domingos de Benfica,4,0.6
seafood,São Domingos de Benfica,1,0.6
asian,Santa Engrácia,2,0.6
africa_me,Santa Engrácia,2,0.6
japanese,São Domingos de Benfica,4,0.6
grill,Alvalade,1,0.6
pasta,São Domingos de Benfica,4,0.6
fado,São Domingos de Benfica,2,0.6
fast_food,São Domingos de Benfica,4,0.6
fast_food,São Domingos de Benfica,1,0.6
pizza,Santa Engrácia,1,0.6
pastry,São Domingos de Benfica,4,0.6
pastry,São Domingos de Benfica,1,0.6
asian,São Domingos de Benfica,3,0.6
asian,São Domingos de Benfica,4,0.6
asian,São Domingos de Benfica,1,0.6
asian,São Domingos de Benfica,2,0.6
italian,São Domingos de Benfica,4,0.6
pasta,Santa Engrácia,2,0.6
pasta,Santa Engrácia,1,0.6
burger,São Domingos de Benfica,4,0.6
mexican,Santa Engrácia,2,0.6
mexican,Santa Engrácia,1,0.6
africa_me,São Domingos de Benfica,3,0.6
africa_me,São Domingos de Benfica,2,0.6
mexican,São Domingos de Benfica,3,0.6
mexican,São Domingos de Benfica,4,0.6
mexican,São Domingos de Benfica,1,0.6
mexican,São Domingos de Benfica,2,0.6
pasta,São Domingos de Benfica,3,0.6
bar,São Domingos de Benfica,3,0.6
bar,São Domingos de Benfica,4,0.6
bar,São Domingos de Benfica,1,0.6
bar,São Domingos de Benfica,2,0.6
italian,Alvalade,2,0.6
burger,Alvalade,3,0.6
burger,Alvalade,1,0.6
burger,Alvalade,2,0.6
africa_me,Alvalade,3,0.6
mexican,Alvalade,3,0.6
mexican,Alvalade,1,0.6
mexican,Alvalade,2,0.6
pasta,Alvalade,3,0.6
pasta,Alvalade,1,0.6
pasta,Alvalade,2,0.6
japanese,Alvalade,3,0.6
japanese,Alvalade,4,0.6
japanese,Alvalade,2,0.6
brunch,São Paulo,4,0.6
pizza,Alvalade,4,0.6
brunch,São Paulo,3,0.6
cafe,São Paulo,2,0.6
portuguese,Alvalade,3,0.6
portuguese,Alvalade,2,0.6
indian_nepalese,Alvalade,3,0.6
grill,Alvalade,3,0.6
grill,Alvalade,4,0.6
brunch,São Paulo,2,0.6
italian,Alvalade,4,0.6
italian,Alvalade,3,0.6
brunch,São Domingos de Benfica,3,0.6
chicken,São Domingos de Benfica,3,0.6
chicken,São Domingos de Benfica,4,0.6
asian,Santa Engrácia,1,0.6
mediterranean,São Domingos de Benfica,3,0.6
mediterranean,São Domingos de Benfica,4,0.6
mediterranean,São Domingos de Benfica,2,0.6
cafe,São Domingos de Benfica,3,0.6
cafe,São Domingos de Benfica,4,0.6
cafe,São Domingos de Benfica,1,0.6
cafe,São Domingos de Benfica,2,0.6
pastry,Santa Engrácia,1,0.6
asian,Alvalade,2,0.6
fado,Alvalade,3,0.6
fado,Alvalade,1,0.6
fado,Alvalade,2,0.6
fast_food,Santa Engrácia,2,0.6
fast_food,Santa Engrácia,1,0.6
fado,Santa Engrácia,2,0.6
pastry,Alvalade,3,0.6
fado,Santa Engrácia,1,0.6
pastry,Alvalade,2,0.6
asian,Alvalade,3,0.6
mexican,Sé,4,0.6
mediterranean,Encarnação,4,0.6
grill,Santa Isabel,4,0.6
pasta,Madalena,4,0.6
burger,Sacramento,1,0.6
seafood,Pena,3,0.6
mexican,Sacramento,1,0.6
south_america,Pena,3,0.6
veggie_healthy,Pena,1,0.6
veggie_healthy,Pena,3,0.6
grill,Pena,1,0.6
grill,Pena,3,0.6
indian_nepalese,Pena,3,0.6
portuguese,Pena,3,0.6
indian_nepalese,Sacramento,1,0.6
pizza,Pena,3,0.6
japanese,Pena,1,0.6
pasta,Pena,3,0.6
mexican,Pena,3,0.6
bar,Pena,3,0.6
bar,Pena,4,0.6
chicken,Pena,3,0.6
brunch,São Miguel,4,0.6
european,São Miguel,1,0.6
pastry,Santo Estevão,2,0.6
pastry,Santo Estevão,1,0.6
mediterranean,São Miguel,1,0.6
cafe,São Miguel,1,0.6
brunch,São Miguel,3,0.6
brunch,São Miguel,1,0.6
asian,Sacramento,1,0.6
brunch,São Miguel,2,0.6
cafe,Pena,3,0.6
mediterranean,Pena,3,0.6
european,Pena,2,0.6
european,Pena,4,0.6
european,Pena,3,0.6
africa_me,Pena,3,0.6
burger,Pena,3,0.6
italian,Pena,3,0.6
grill,São José,4,0.6
south_america,Madalena,1,0.6
south_america,Madalena,4,0.6
japanese,São José,1,0.6
bistro,Madalena,1,0.6
portuguese,São José,4,0.6
indian_nepalese,São José,4,0.6
portuguese,Madalena,1,0.6
seafood,Madalena,3,0.6
veggie_healthy,São José,4,0.6
pizza,Madalena,1,0.6
seafood,São José,4,0.6
japanese,Madalena,1,0.6
bar,São José,4,0.6
bar,São José,1,0.6
mexican,São José,1,0.6
africa_me,São José,1,0.6
bar,Sacramento,1,0.6
cafe,Madalena,1,0.6
chicken,Sacramento,1,0.6
pastry,Pena,3,0.6
fast_food,Pena,3,0.6
fado,Pena,3,0.6
mediterranean,Sacramento,1,0.6
brunch,Madalena,1,0.6
cafe,Madalena,4,0.6
seafood,Madalena,2,0.6
brunch,Sacramento,1,0.6
brunch,Graça,1,0.6
mediterranean,Madalena,1,0.6
mediterranean,Madalena,4,0.6
asian,São José,4,0.6
chicken,Madalena,1,0.6
european,São Miguel,4,0.6
asian,Santo Estevão,1,0.6
chicken,São Miguel,1,0.6
italian,Anjos,3,0.6
burger,Anjos,4,0.6
burger,Anjos,3,0.6
italian,Anjos,2,0.6
seafood,Mártires,4,0.6
italian,Anjos,1,0.6
italian,Anjos,4,0.6
bar,Mártires,4,0.6
burger,Anjos,2,0.6
bar,Mártires,1,0.6
chicken,Mártires,1,0.6
asian,Anjos,4,0.6
pastry,Anjos,4,0.6
pastry,Anjos,3,0.6
fast_food,Anjos,2,0.6
burger,Anjos,1,0.6
africa_me,Anjos,3,0.6
fast_food,Anjos,4,0.6
japanese,Anjos,1,0.6
indian_nepalese,Anjos,4,0.6
portuguese,Anjos,2,0.6
portuguese,Anjos,1,0.6
portuguese,Anjos,4,0.6
portuguese,Anjos,3,0.6
japanese,Anjos,2,0.6
japanese,Anjos,3,0.6
africa_me,Anjos,4,0.6
indian_nepalese,Mártires,1,0.6
pasta,Anjos,3,0.6
mexican,Anjos,2,0.6
mexican,Anjos,1,0.6
mexican,Anjos,4,0.6
mexican,Anjos,3,0.6
fast_food,Anjos,1,0.6
fast_food,Anjos,3,0.6
italian,Santo Estevão,1,0.6
bistro,São Miguel,3,0.6
pizza,São Miguel,1,0.6
portuguese,São Miguel,1,0.6
indian_nepalese,Santo Estevão,1,0.6
indian_nepalese,São Miguel,1,0.6
grill,São Miguel,1,0.6
japanese,Santo Estevão,2,0.6
bistro,São Miguel,4,0.6
bistro,Santo Estevão,3,0.6
bistro,São Miguel,1,0.6
bistro,São Miguel,2,0.6
south_america,São Miguel,1,0.6
seafood,São Miguel,1,0.6
bar,São Miguel,1,0.6
italian,Santo Estevão,2,0.6
grill,Santo Estevão,2,0.6
japanese,São Miguel,2,0.6
fado,Anjos,2,0.6
fast_food,São Miguel,2,0.6
fado,Anjos,1,0.6
fado,Anjos,4,0.6
fado,Anjos,3,0.6
brunch,Santo Estevão,1,0.6
brunch,Santo Estevão,3,0.6
fast_food,São Miguel,1,0.6
european,Santo Estevão,4,0.6
japanese,São Miguel,1,0.6
italian,São Miguel,1,0.6
burger,São Miguel,1,0.6
africa_me,São Miguel,2,0.6
mexican,São Miguel,1,0.6
veggie_healthy,Santo Estevão,1,0.6
japanese,São Miguel,4,0.6
pasta,Madalena,2,0.6
european,São José,1,0.6
burger,Mártires,1,0.6
mexican,Madalena,1,0.6
indian_nepalese,Santos-o-Velho,2,0.6
bar,Mercês,2,0.6
chicken,Mercês,3,0.6
chicken,Mercês,1,0.6
chicken,Mercês,2,0.6
european,Mercês,3,0.6
european,Mercês,1,0.6
mediterranean,Mercês,3,0.6
mediterranean,Mercês,2,0.6
cafe,Mercês,4,0.6
indian_nepalese,Santos-o-Velho,3,0.6
brunch,Mercês,3,0.6
brunch,Mercês,2,0.6
fado,São Vicente de Fora,3,0.6
fado,São Vicente de Fora,4,0.6
grill,Santos-o-Velho,3,0.6
seafood,Mercês,4,0.6
seafood,Mercês,3,0.6
indian_nepalese,Mercês,1,0.6
bistro,Santos-o-Velho,1,0.6
pizza,Mercês,2,0.6
portuguese,Mercês,3,0.6
portuguese,Mercês,4,0.6
portuguese,Mercês,2,0.6
indian_nepalese,Mercês,3,0.6
indian_nepalese,Mercês,2,0.6
south_america,Mercês,2,0.6
grill,Mercês,3,0.6
grill,Mercês,1,0.6
grill,Mercês,2,0.6
bistro,Mercês,3,0.6
veggie_healthy,Mercês,3,0.6
veggie_healthy,Mercês,1,0.6
fast_food,São Vicente de Fora,4,0.6
pastry,São Vicente de Fora,4,0.6
italian,São Vicente de Fora,4,0.6
pastry,Santos-o-Velho,3,0.6
cafe,São Vicente de Fora,3,0.6
cafe,São Vicente de Fora,4,0.6
brunch,São Vicente de Fora,1,0.6
fado,Santos-o-Velho,3,0.6
fast_food,Santos-o-Velho,3,0.6
portuguese,Santos-o-Velho,3,0.6
italian,Santos-o-Velho,3,0.6
chicken,São Vicente de Fora,4,0.6
pizza,Santos-o-Velho,3,0.6
japanese,Santos-o-Velho,2,0.6
burger,Santos-o-Velho,1,0.6
africa_me,Santos-o-Velho,3,0.6
africa_me,Santos-o-Velho,2,0.6
pasta,Santos-o-Velho,3,0.6
mediterranean,São Vicente de Fora,4,0.6
bar,São Vicente de Fora,4,0.6
burger,São Vicente de Fora,3,0.6
pizza,São Vicente de Fora,4,0.6
burger,São Vicente de Fora,4,0.6
burger,São Vicente de Fora,2,0.6
africa_me,São Vicente de Fora,4,0.6
mexican,São Vicente de Fora,4,0.6
pasta,São Vicente de Fora,4,0.6
japanese,São Vicente de Fora,4,0.6
portuguese,São Vicente de Fora,4,0.6
seafood,São Vicente de Fora,2,0.6
indian_nepalese,São Vicente de Fora,4,0.6
grill,São Vicente de Fora,4,0.6
grill,São Vicente de Fora,1,0.6
bistro,São Vicente de Fora,4,0.6
seafood,São Vicente de Fora,3,0.6
portuguese,Santos-o-Velho,1,0.6
pizza,Mercês,3,0.6
japanese,Mercês,2,0.6
japanese,Mercês,3,0.6
grill,Coração de Jesus,4,0.6
pizza,Coração de Jesus,1,0.6
portuguese,Coração de Jesus,4,0.6
brunch,Santos-o-Velho,3,0.6
cafe,Santos-o-Velho,2,0.6
indian_nepalese,Coração de Jesus,4,0.6
cafe,Santos-o-Velho,3,0.6
grill,Coração de Jesus,1,0.6
brunch,Santos-o-Velho,2,0.6
mediterranean,Santos-o-Velho,1,0.6
bistro,Coração de Jesus,4,0.6
bistro,Coração de Jesus,1,0.6
mediterranean,Santos-o-Velho,3,0.6
veggie_healthy,Coração de Jesus,4,0.6
veggie_healthy,Coração de Jesus,1,0.6
pizza,Coração de Jesus,4,0.6
japanese,Coração de Jesus,1,0.6
european,Santos-o-Velho,3,0.6
asian,Coração de Jesus,4,0.6
africa_me,Madalena,1,0.6
fado,Coração de Jesus,4,0.6
fast_food,Coração de Jesus,4,0.6
fast_food,Coração de Jesus,1,0.6
italian,Madalena,1,0.6
pastry,Coração de Jesus,4,0.6
italian,Coração de Jesus,4,0.6
japanese,Coração de Jesus,4,0.6
burger,Coração de Jesus,4,0.6
burger,Coração de Jesus,1,0.6
africa_me,Coração de Jesus,4,0.6
mexican,Coração de Jesus,4,0.6
pasta,Coração de Jesus,4,0.6
fado,Madalena,1,0.6
south_america,Coração de Jesus,4,0.6
seafood,Coração de Jesus,4,0.6
pasta,Mercês,2,0.6
italian,Mercês,2,0.6
pastry,Mercês,2,0.6
asian,Mercês,3,0.6
south_america,Santos-o-Velho,3,0.6
asian,Mercês,2,0.6
italian,Mercês,3,0.6
veggie_healthy,Santos-o-Velho,2,0.6
burger,Mercês,3,0.6
pastry,Mercês,3,0.6
burger,Mercês,2,0.6
africa_me,Mercês,1,0.6
mexican,Mercês,3,0.6
mexican,Mercês,2,0.6
pasta,Mercês,3,0.6
veggie_healthy,Santos-o-Velho,3,0.6
pastry,Mercês,1,0.6
fast_food,Mercês,2,0.6
bar,Coração de Jesus,4,0.6
mediterranean,Coração de Jesus,4,0.6
chicken,Santos-o-Velho,3,0.6
chicken,Coração de Jesus,4,0.6
bar,Santos-o-Velho,1,0.6
european,Coração de Jesus,4,0.6
european,Coração de Jesus,1,0.6
seafood,Santos-o-Velho,2,0.6
cafe,Coração de Jesus,4,0.6
fast_food,Mercês,3,0.6
cafe,Coração de Jesus,1,0.6
seafood,Santos-o-Velho,3,0.6
brunch,Coração de Jesus,3,0.6
brunch,Coração de Jesus,4,0.6
fado,Mercês,3,0.6
fado,Mercês,2,0.6
africa_me,Mártires,1,0.6
brunch,Graça,2,0.6
chicken,São Mamede,1,0.6
pizza,São Cristóvão,2,0.6
indian_nepalese,São Mamede,4,0.6
africa_me,São Cristóvão,1,0.6
mediterranean,Sé,4,0.6
south_america,Anjos,4,0.6
africa_me,São Cristóvão,2,0.6
fast_food,Socorro,4,0.6
italian,Santa Isabel,4,0.6
fado,Socorro,1,0.6
south_america,Socorro,1,0.6
portuguese,São Mamede,4,0.6
fado,Socorro,4,0.6
cafe,Sé,4,0.6
pasta,São Cristóvão,1,0.6
pizza,São Mamede,2,0.6
pasta,São Cristóvão,2,0.6
japanese,São Cristóvão,3,0.6
asian,Santa Isabel,4,0.6
brunch,Anjos,2,0.6
japanese,São Cristóvão,2,0.6
south_america,Anjos,1,0.6
pizza,São Mamede,4,0.6
bar,Socorro,1,0.6
japanese,São Mamede,1,0.6
fast_food,Socorro,2,0.6
south_america,Anjos,3,0.6
veggie_healthy,Socorro,2,0.6
bistro,Socorro,1,0.6
burger,Socorro,4,0.6
pastry,Mártires,1,0.6
pasta,Santa Isabel,4,0.6
italian,Socorro,2,0.6
bistro,Socorro,4,0.6
south_america,Sé,4,0.6
italian,Socorro,1,0.6
mexican,Santa Isabel,1,0.6
italian,Socorro,4,0.6
mexican,Santa Isabel,4,0.6
european,Socorro,1,0.6
burger,São Cristóvão,2,0.6
veggie_healthy,Anjos,4,0.6
bar,Sé,4,0.6
asian,Socorro,1,0.6
bistro,Socorro,2,0.6
pastry,Socorro,1,0.6
pastry,Socorro,4,0.6
bar,Sé,2,0.6
veggie_healthy,Anjos,1,0.6
burger,Santa Isabel,4,0.6
european,Sé,4,0.6
brunch,São Cristóvão,3,0.6
brunch,Sé,1,0.6
veggie_healthy,Sé,4,0.6
brunch,Sé,2,0.6
pasta,São Mamede,4,0.6
asian,São Mamede,4,0.6
european,Anjos,1,0.6
brunch,Socorro,4,0.6
chicken,Socorro,1,0.6
italian,São Mamede,4,0.6
south_america,São Cristóvão,2,0.6
cafe,Socorro,1,0.6
cafe,Socorro,4,0.6
mediterranean,Socorro,2,0.6
mexican,São Mamede,1,0.6
mexican,São Mamede,4,0.6
bar,Anjos,4,0.6
european,Socorro,3,0.6
chicken,Anjos,2,0.6
burger,São Mamede,4,0.6
chicken,Anjos,1,0.6
mediterranean,Socorro,1,0.6
chicken,Anjos,4,0.6
bar,Anjos,1,0.6
africa_me,São Mamede,4,0.6
bar,Anjos,2,0.6
chicken,Anjos,3,0.6
chicken,Socorro,4,0.6
european,São Cristóvão,4,0.6
fado,Santa Isabel,4,0.6
grill,São Cristóvão,2,0.6
south_america,Anjos,2,0.6
brunch,Anjos,3,0.6
seafood,Anjos,4,0.6
cafe,Anjos,4,0.6
cafe,Anjos,3,0.6
indian_nepalese,São Cristóvão,2,0.6
mediterranean,Anjos,2,0.6
fado,São Mamede,4,0.6
mediterranean,Anjos,1,0.6
pastry,Santa Isabel,4,0.6
mediterranean,Anjos,4,0.6
european,Anjos,2,0.6
fast_food,Santa Isabel,1,0.6
seafood,Anjos,1,0.6
fast_food,Santa Isabel,4,0.6
fast_food,São Mamede,4,0.6
japanese,São Mamede,3,0.6
veggie_healthy,São Cristóvão,3,0.6
fast_food,São Mamede,1,0.6
fast_food,São Mamede,2,0.6
european,São Cristóvão,2,0.6
pastry,São Mamede,4,0.6
veggie_healthy,Sé,2,0.6
africa_me,Santa Isabel,4,0.6
indian_nepalese,Sé,4,0.6
portuguese,Socorro,1,0.6
brunch,São Mamede,4,0.6
chicken,São Mamede,4,0.6
south_america,São Mamede,4,0.6
pasta,Socorro,4,0.6
pizza,Socorro,1,0.6
cafe,São Mamede,1,0.6
indian_nepalese,Socorro,4,0.6
south_america,São Mamede,1,0.6
grill,Sé,4,0.6
cafe,São Mamede,4,0.6
indian_nepalese,Santa Isabel,4,0.6
bar,São Mamede,4,0.6
pizza,Sé,4,0.6
mexican,Socorro,1,0.6
pizza,Sé,2,0.6
european,São Mamede,4,0.6
japanese,Socorro,2,0.6
seafood,São Mamede,1,0.6
portuguese,Santa Isabel,4,0.6
japanese,Santa Isabel,1,0.6
portuguese,Sé,1,0.6
japanese,Socorro,3,0.6
seafood,São Mamede,4,0.6
pizza,Santa Isabel,4,0.6
japanese,Socorro,4,0.6
mediterranean,São Mamede,4,0.6
bistro,Anjos,3,0.6
asian,Mártires,1,0.6
grill,Socorro,4,0.6
pizza,Socorro,3,0.6
burger,Socorro,1,0.6
veggie_healthy,Sé,3,0.6
grill,Anjos,3,0.6
veggie_healthy,São Mamede,4,0.6
pasta,Sé,4,0.6
mexican,Socorro,4,0.6
japanese,Sé,3,0.6
grill,Anjos,4,0.6
africa_me,Socorro,4,0.6
japanese,Sé,2,0.6
pizza,Socorro,4,0.6
pizza,Encarnação,4,0.4
indian_nepalese,Madalena,4,0.4
chicken,São José,4,0.4
mediterranean,Nossa Senhora de Fátima,4,0.4
south_america,Nossa Senhora de Fátima,4,0.4
africa_me,Alvalade,2,0.4
fado,Alvalade,4,0.4
pizza,Encarnação,1,0.4
mexican,Alvalade,4,0.4
chicken,Santos-o-Velho,4,0.4
indian_nepalese,Madalena,1,0.4
indian_nepalese,Santa Engrácia,1,0.4
european,Santos-o-Velho,4,0.4
pasta,Madalena,3,0.4
south_america,Coração de Jesus,1,0.4
mexican,Madalena,2,0.4
japanese,São Mamede,4,0.4
european,Santos-o-Velho,1,0.4
seafood,Santos-o-Velho,4,0.4
chicken,Santos-o-Velho,1,0.4
japanese,Madalena,3,0.4
bar,Encarnação,1,0.4
south_america,São José,4,0.4
burger,Alvalade,4,0.4
bar,Nossa Senhora de Fátima,4,0.4
japanese,Encarnação,4,0.4
bar,Santos-o-Velho,4,0.4
portuguese,Madalena,2,0.4
chicken,Coração de Jesus,1,0.4
bistro,São José,4,0.4
portuguese,Madalena,3,0.4
seafood,Nossa Senhora de Fátima,4,0.4
pizza,Madalena,2,0.4
chicken,Nossa Senhora de Fátima,4,0.4
bar,Coração de Jesus,1,0.4
seafood,Santos-o-Velho,1,0.4
burger,Mártires,4,0.4
asian,Alvalade,4,0.4
pizza,Madalena,3,0.4
japanese,Madalena,2,0.4
chicken,Encarnação,4,0.4
european,Nossa Senhora de Fátima,4,0.4
pastry,Alvalade,4,0.4
indian_nepalese,Madalena,3,0.4
mediterranean,Coração de Jesus,1,0.4
africa_me,Alvalade,4,0.4
africa_me,Alvalade,1,0.4
brunch,São Domingos de Benfica,4,0.4
indian_nepalese,São Domingos de Benfica,1,0.4
brunch,Nossa Senhora de Fátima,4,0.4
bistro,São Domingos de Benfica,1,0.4
pasta,São Domingos de Benfica,1,0.4
mexican,Coração de Jesus,1,0.4
fado,Madalena,2,0.4
pasta,Coração de Jesus,1,0.4
bistro,Encarnação,4,0.4
fado,Madalena,4,0.4
italian,Madalena,4,0.4
africa_me,São Domingos de Benfica,1,0.4
africa_me,São Domingos de Benfica,4,0.4
grill,São Mamede,4,0.4
veggie_healthy,São Domingos de Benfica,1,0.4
south_america,Encarnação,1,0.4
fado,Madalena,3,0.4
fado,São Nicolau,4,0.4
veggie_healthy,Socorro,1,0.4
pasta,São Domingos de Benfica,2,0.4
italian,Madalena,3,0.4
seafood,Encarnação,1,0.4
asian,Madalena,2,0.4
asian,Madalena,3,0.4
asian,Coração de Jesus,1,0.4
veggie_healthy,Encarnação,1,0.4
pastry,Madalena,2,0.4
pastry,Madalena,1,0.4
pastry,Madalena,4,0.4
asian,Madalena,1,0.4
veggie_healthy,Encarnação,4,0.4
grill,São Domingos de Benfica,1,0.4
pastry,Madalena,3,0.4
fast_food,Madalena,2,0.4
grill,São Domingos de Benfica,2,0.4
bistro,São Mamede,4,0.4
africa_me,Coração de Jesus,1,0.4
fast_food,Madalena,4,0.4
grill,Encarnação,1,0.4
brunch,Santos-o-Velho,1,0.4
italian,Madalena,2,0.4
grill,Encarnação,4,0.4
chicken,São Domingos de Benfica,2,0.4
cafe,São José,1,0.4
european,São Domingos de Benfica,4,0.4
european,São Domingos de Benfica,1,0.4
cafe,São José,4,0.4
asian,São Nicolau,4,0.4
seafood,Encarnação,4,0.4
africa_me,Madalena,2,0.4
fado,São Domingos de Benfica,1,0.4
asian,Madalena,4,0.4
mediterranean,Santos-o-Velho,4,0.4
mediterranean,São Domingos de Benfica,1,0.4
mexican,Madalena,3,0.4
mediterranean,São José,4,0.4
mexican,Madalena,4,0.4
