type_of_food,neighborhood,price,outputs
indian_nepalese,Encarnação,4,0.4
chicken,São Domingos de Benfica,1,0.4
africa_me,Madalena,4,0.4
indian_nepalese,Socorro,1,0.4
south_america,São Domingos de Benfica,1,0.4
fast_food,São Nicolau,4,0.4
south_america,São Domingos de Benfica,2,0.4
burger,Madalena,3,0.4
cafe,Santos-o-Velho,1,0.4
fado,Coração de Jesus,1,0.4
japanese,Santa Engrácia,1,0.4
indian_nepalese,Encarnação,1,0.4
burger,Madalena,4,0.4
burger,Madalena,1,0.4
burger,Madalena,2,0.4
brunch,São José,4,0.4
africa_me,Madalena,3,0.4
indian_nepalese,Coração de Jesus,1,0.4
european,Socorro,4,0.4
grill,Santa Catarina,3,0.4
veggie_healthy,Nossa Senhora de Fátima,4,0.4
south_america,Prazeres,2,0.4
pasta,São Sebastião da Pedreira,2,0.4
bistro,Sé,4,0.4
pasta,São Vicente de Fora,1,0.4
pasta,São Sebastião da Pedreira,3,0.4
japanese,São Vicente de Fora,1,0.4
africa_me,São Sebastião da Pedreira,2,0.4
africa_me,São Sebastião da Pedreira,1,0.4
africa_me,São Sebastião da Pedreira,3,0.4
pizza,São Vicente de Fora,3,0.4
pizza,São Vicente de Fora,1,0.4
seafood,Prazeres,3,0.4
south_america,Prazeres,3,0.4
pizza,São Vicente de Fora,2,0.4
portuguese,São Vicente de Fora,3,0.4
japanese,Santa Isabel,4,0.4
portuguese,São Vicente de Fora,1,0.4
seafood,Prazeres,2,0.4
bar,Prazeres,3,0.4
indian_nepalese,São Vicente de Fora,3,0.4
bar,Prazeres,4,0.4
bar,Prazeres,2,0.4
chicken,Prazeres,3,0.4
south_america,Prazeres,4,0.4
veggie_healthy,Prazeres,2,0.4
pasta,Encarnação,1,0.4
veggie_healthy,São Sebastião da Pedreira,1,0.4
european,São Sebastião da Pedreira,1,0.4
pastry,São Vicente de Fora,3,0.4
chicken,São Sebastião da Pedreira,2,0.4
chicken,São Sebastião da Pedreira,1,0.4
pastry,São Vicente de Fora,1,0.4
pastry,São Vicente de Fora,2,0.4
asian,São Vicente de Fora,3,0.4
asian,São Vicente de Fora,4,0.4
south_america,São Sebastião da Pedreira,2,0.4
veggie_healthy,São Sebastião da Pedreira,2,0.4
veggie_healthy,São Sebastião da Pedreira,3,0.4
pasta,São Vicente de Fora,3,0.4
burger,São Vicente de Fora,1,0.4
bistro,São Sebastião da Pedreira,1,0.4
grill,Prazeres,2,0.4
africa_me,São Vicente de Fora,3,0.4
bistro,Sé,2,0.4
africa_me,São Vicente de Fora,1,0.4
indian_nepalese,São Sebastião da Pedreira,1,0.4
mexican,São Vicente de Fora,3,0.4
mexican,São Vicente de Fora,1,0.4
bistro,Prazeres,2,0.4
fast_food,Sé,1,0.4
indian_nepalese,São Vicente de Fora,2,0.4
chicken,Prazeres,4,0.4
pizza,Santos-o-Velho,4,0.4
fado,Santos-o-Velho,1,0.4
portuguese,Santos-o-Velho,4,0.4
bistro,Santa Isabel,4,0.4
fast_food,Santos-o-Velho,4,0.4
fast_food,Santos-o-Velho,1,0.4
burger,Sé,4,0.4
pastry,Santos-o-Velho,4,0.4
pastry,Santos-o-Velho,1,0.4
asian,Santos-o-Velho,4,0.4
asian,Santos-o-Velho,1,0.4
italian,Santos-o-Velho,4,0.4
grill,São Vicente de Fora,2,0.4
italian,Santos-o-Velho,1,0.4
japanese,Sé,1,0.4
japanese,Sé,4,0.4
burger,Santos-o-Velho,4,0.4
africa_me,Sé,2,0.4
european,Graça,4,0.4
africa_me,Santos-o-Velho,1,0.4
mexican,Santos-o-Velho,4,0.4
mexican,Santos-o-Velho,1,0.4
brunch,Graça,4,0.4
fado,Santos-o-Velho,4,0.4
italian,Sé,1,0.4
brunch,São Vicente de Fora,4,0.4
cafe,São Vicente de Fora,2,0.4
bistro,São Vicente de Fora,3,0.4
chicken,Prazeres,2,0.4
european,Prazeres,3,0.4
european,Prazeres,4,0.4
veggie_healthy,São Vicente de Fora,3,0.4
mediterranean,Prazeres,3,0.4
veggie_healthy,São Vicente de Fora,4,0.4
mediterranean,Prazeres,4,0.4
south_america,São Vicente de Fora,3,0.4
mediterranean,Prazeres,2,0.4
cafe,Prazeres,3,0.4
south_america,São Vicente de Fora,4,0.4
south_america,São Vicente de Fora,1,0.4
cafe,Prazeres,2,0.4
seafood,São Vicente de Fora,1,0.4
bar,São Vicente de Fora,3,0.4
bar,São Vicente de Fora,1,0.4
bar,São Vicente de Fora,2,0.4
european,São Vicente de Fora,3,0.4
mediterranean,São Vicente de Fora,3,0.4
mediterranean,São Vicente de Fora,1,0.4
fast_food,São Vicente de Fora,1,0.4
fast_food,São Vicente de Fora,3,0.4
fado,São Vicente de Fora,2,0.4
veggie_healthy,São Nicolau,4,0.4
pastry,Nossa Senhora de Fátima,4,0.4
japanese,Mercês,4,0.4
bistro,Santos-o-Velho,2,0.4
asian,Encarnação,1,0.4
pizza,Mercês,4,0.4
fado,Nossa Senhora de Fátima,4,0.4
bistro,São Nicolau,4,0.4
cafe,Santa Engrácia,1,0.4
veggie_healthy,São Nicolau,3,0.4
brunch,Santa Engrácia,3,0.4
veggie_healthy,São Nicolau,1,0.4
pastry,Prazeres,4,0.4
fado,Prazeres,3,0.4
fado,Prazeres,4,0.4
fado,Prazeres,2,0.4
european,Almargem do Bispo,1,0.4
veggie_healthy,São Nicolau,2,0.4
fast_food,Prazeres,3,0.4
chicken,Almargem do Bispo,2,0.4
fast_food,Prazeres,4,0.4
grill,Mercês,4,0.4
brunch,Sé,4,0.4
italian,Encarnação,4,0.4
veggie_healthy,Santos-o-Velho,4,0.4
africa_me,Mercês,2,0.4
burger,Nossa Senhora de Fátima,4,0.4
pasta,Encarnação,4,0.4
bistro,Nossa Senhora de Fátima,4,0.4
brunch,Coração de Jesus,1,0.4
grill,Nossa Senhora de Fátima,4,0.4
south_america,Santos-o-Velho,1,0.4
indian_nepalese,Nossa Senhora de Fátima,1,0.4
mexican,Encarnação,1,0.4
south_america,Santos-o-Velho,4,0.4
portuguese,Nossa Senhora de Fátima,4,0.4
mexican,Encarnação,4,0.4
japanese,São Nicolau,4,0.4
veggie_healthy,Santa Engrácia,1,0.4
asian,Mercês,4,0.4
africa_me,Encarnação,1,0.4
africa_me,Encarnação,4,0.4
italian,Mercês,4,0.4
brunch,Socorro,3,0.4
mexican,Nossa Senhora de Fátima,4,0.4
veggie_healthy,Santos-o-Velho,1,0.4
indian_nepalese,Madalena,2,0.4
africa_me,Mercês,3,0.4
pastry,Prazeres,3,0.4
pastry,Prazeres,2,0.4
grill,Prazeres,4,0.4
indian_nepalese,Santos-o-Velho,4,0.4
africa_me,Almargem do Bispo,2,0.4
chicken,Sé,4,0.4
european,Mercês,4,0.4
european,São Nicolau,4,0.4
european,Mercês,2,0.4
japanese,Prazeres,2,0.4
mediterranean,Mercês,4,0.4
pizza,Prazeres,3,0.4
pizza,Prazeres,4,0.4
indian_nepalese,Santos-o-Velho,1,0.4
pastry,Almargem do Bispo,1,0.4
asian,Prazeres,3,0.4
pizza,Prazeres,2,0.4
portuguese,Prazeres,3,0.4
portuguese,Prazeres,4,0.4
portuguese,Prazeres,1,0.4
seafood,Sé,1,0.4
indian_nepalese,Prazeres,3,0.4
indian_nepalese,Prazeres,4,0.4
brunch,Mercês,1,0.4
indian_nepalese,Prazeres,2,0.4
grill,Prazeres,3,0.4
pasta,Prazeres,4,0.4
pasta,Prazeres,3,0.4
fado,Encarnação,4,0.4
european,Sé,1,0.4
asian,Prazeres,4,0.4
pastry,Encarnação,4,0.4
italian,Prazeres,4,0.4
veggie_healthy,Almargem do Bispo,1,0.4
bistro,Santos-o-Velho,3,0.4
italian,Prazeres,1,0.4
veggie_healthy,Mercês,4,0.4
veggie_healthy,Mercês,2,0.4
grill,Santos-o-Velho,1,0.4
grill,Almargem do Bispo,1,0.4
south_america,Mercês,4,0.4
burger,Prazeres,4,0.4
grill,Santos-o-Velho,4,0.4
fast_food,Encarnação,4,0.4
africa_me,Prazeres,4,0.4
africa_me,Prazeres,2,0.4
pizza,Almargem do Bispo,1,0.4
seafood,Mercês,2,0.4
mexican,Prazeres,4,0.4
bar,Mercês,3,0.4
bar,Mercês,4,0.4
burger,Encarnação,4,0.4
pizza,Madalena,4,0.4
pasta,Alvalade,4,0.4
veggie_healthy,Santiago,1,0.4
fado,Lapa,2,0.4
fast_food,Lapa,3,0.4
fast_food,Lapa,4,0.4
fast_food,Lapa,1,0.4
fast_food,Mártires,4,0.4
pastry,Lapa,3,0.4
pastry,Lapa,4,0.4
pastry,Lapa,2,0.4
asian,Lapa,3,0.4
asian,Lapa,2,0.4
grill,Mártires,1,0.4
italian,Lapa,4,0.4
italian,Lapa,1,0.4
brunch,São Cristóvão,2,0.4
indian_nepalese,Santiago,1,0.4
burger,Lapa,4,0.4
burger,Lapa,1,0.4
burger,Lapa,2,0.4
africa_me,Lapa,3,0.4
africa_me,Lapa,4,0.4
fado,Lapa,4,0.4
fado,Lapa,3,0.4
south_america,Mártires,4,0.4
pasta,Santa Catarina,3,0.4
pastry,São Jorge de Arroios,3,0.4
fast_food,São Jorge de Arroios,2,0.4
pastry,Mártires,4,0.4
fast_food,São Jorge de Arroios,4,0.4
fast_food,São Jorge de Arroios,3,0.4
fado,São Jorge de Arroios,2,0.4
fado,São Jorge de Arroios,1,0.4
fado,São Jorge de Arroios,4,0.4
fado,São Jorge de Arroios,3,0.4
japanese,Santa Catarina,3,0.4
bistro,Anjos,2,0.4
cafe,Santa Catarina,3,0.4
cafe,Santa Catarina,4,0.4
veggie_healthy,Mártires,1,0.4
mediterranean,Santiago,1,0.4
cafe,Santa Catarina,1,0.4
cafe,Santa Catarina,2,0.4
european,Santiago,1,0.4
brunch,Santa Catarina,4,0.4
africa_me,Lapa,2,0.4
brunch,São Cristóvão,1,0.4
mexican,Lapa,3,0.4
grill,Lapa,4,0.4
grill,Lapa,2,0.4
bistro,Lapa,3,0.4
bistro,Lapa,2,0.4
veggie_healthy,Lapa,3,0.4
asian,Santa Catarina,2,0.4
brunch,Mártires,4,0.4
veggie_healthy,Lapa,2,0.4
south_america,Lapa,3,0.4
south_america,Lapa,4,0.4
european,Santo Condestável,4,0.4
south_america,Lapa,2,0.4
seafood,Lapa,3,0.4
brunch,Santo Estevão,2,0.4
seafood,Lapa,4,0.4
pastry,Santa Catarina,1,0.4
chicken,São Cristóvão,2,0.4
seafood,Lapa,2,0.4
bar,Lapa,3,0.4
pastry,Santa Catarina,3,0.4
cafe,Mártires,4,0.4
mediterranean,São Cristóvão,2,0.4
mexican,Lapa,4,0.4
indian_nepalese,Lapa,2,0.4
japanese,Santiago,1,0.4
mexican,Lapa,2,0.4
grill,Madalena,3,0.4
africa_me,Santa Catarina,3,0.4
pasta,Lapa,3,0.4
chicken,Mártires,4,0.4
pasta,Lapa,4,0.4
pasta,Lapa,2,0.4
japanese,Lapa,3,0.4
japanese,Lapa,1,0.4
japanese,Lapa,2,0.4
european,Mártires,4,0.4
pizza,Lapa,4,0.4
burger,Santiago,1,0.4
pizza,Lapa,2,0.4
mediterranean,Mártires,4,0.4
portuguese,Lapa,4,0.4
indian_nepalese,Lapa,3,0.4
indian_nepalese,Lapa,4,0.4
pastry,São Jorge de Arroios,4,0.4
asian,São Jorge de Arroios,3,0.4
bar,Lapa,4,0.4
chicken,São Jorge de Arroios,4,0.4
mediterranean,São Jorge de Arroios,2,0.4
mediterranean,São Jorge de Arroios,1,0.4
mediterranean,São Jorge de Arroios,4,0.4
mediterranean,São Jorge de Arroios,3,0.4
european,São Jorge de Arroios,2,0.4
european,São Jorge de Arroios,1,0.4
european,São Jorge de Arroios,3,0.4
chicken,São Jorge de Arroios,2,0.4
chicken,São Jorge de Arroios,1,0.4
chicken,São Jorge de Arroios,3,0.4
asian,São Jorge de Arroios,4,0.4
bar,São Jorge de Arroios,2,0.4
bar,São Jorge de Arroios,1,0.4
bar,São Jorge de Arroios,4,0.4
bar,São Jorge de Arroios,3,0.4
pasta,Anjos,1,0.4
pasta,Anjos,4,0.4
seafood,São Jorge de Arroios,4,0.4
european,Santa Catarina,2,0.4
south_america,São Jorge de Arroios,2,0.4
pasta,Anjos,2,0.4
cafe,São Jorge de Arroios,4,0.4
european,Santa Catarina,1,0.4
pizza,Santa Catarina,1,0.4
grill,Santa Catarina,1,0.4
indian_nepalese,Anjos,2,0.4
indian_nepalese,Anjos,1,0.4
africa_me,Mártires,4,0.4
indian_nepalese,Santa Catarina,1,0.4
veggie_healthy,Santa Catarina,2,0.4
mexican,Mártires,4,0.4
indian_nepalese,Santa Catarina,3,0.4
italian,Mártires,4,0.4
pasta,Mártires,4,0.4
pizza,Anjos,4,0.4
bar,Santa Catarina,2,0.4
chicken,Santa Catarina,1,0.4
european,Santa Catarina,3,0.4
pizza,Mártires,4,0.4
european,Santa Catarina,4,0.4
pizza,Mártires,1,0.4
brunch,São Jorge de Arroios,4,0.4
japanese,Anjos,4,0.4
south_america,São Jorge de Arroios,1,0.4
south_america,São Jorge de Arroios,4,0.4
south_america,São Jorge de Arroios,3,0.4
japanese,São Jorge de Arroios,1,0.4
bistro,Anjos,1,0.4
pasta,São Jorge de Arroios,2,0.4
pasta,São Jorge de Arroios,3,0.4
mexican,São Jorge de Arroios,2,0.4
mexican,São Jorge de Arroios,1,0.4
mexican,São Jorge de Arroios,4,0.4
mexican,São Jorge de Arroios,3,0.4
africa_me,São Jorge de Arroios,2,0.4
africa_me,São Jorge de Arroios,1,0.4
africa_me,São Jorge de Arroios,3,0.4
burger,São Jorge de Arroios,2,0.4
burger,São Jorge de Arroios,1,0.4
burger,São Jorge de Arroios,4,0.4
burger,São Jorge de Arroios,3,0.4
italian,São Jorge de Arroios,2,0.4
italian,São Jorge de Arroios,1,0.4
italian,São Jorge de Arroios,4,0.4
italian,São Jorge de Arroios,3,0.4
grill,Mártires,4,0.4
japanese,São Jorge de Arroios,4,0.4
japanese,São Jorge de Arroios,2,0.4
veggie_healthy,São Jorge de Arroios,2,0.4
bistro,Anjos,4,0.4
veggie_healthy,São Jorge de Arroios,1,0.4
veggie_healthy,São Jorge de Arroios,3,0.4
bistro,São Jorge de Arroios,2,0.4
bistro,São Jorge de Arroios,1,0.4
bistro,São Jorge de Arroios,3,0.4
grill,São Jorge de Arroios,2,0.4
grill,São Jorge de Arroios,1,0.4
grill,São Jorge de Arroios,4,0.4
grill,São Jorge de Arroios,3,0.4
indian_nepalese,São Jorge de Arroios,2,0.4
indian_nepalese,São Jorge de Arroios,1,0.4
indian_nepalese,São Jorge de Arroios,4,0.4
indian_nepalese,São Jorge de Arroios,3,0.4
portuguese,São Jorge de Arroios,2,0.4
portuguese,São Jorge de Arroios,1,0.4
portuguese,São Jorge de Arroios,4,0.4
portuguese,São Jorge de Arroios,3,0.4
indian_nepalese,Mártires,4,0.4
mediterranean,Santa Catarina,3,0.4
pastry,São Miguel,1,0.4
indian_nepalese,Pena,4,0.4
bar,Lapa,1,0.4
japanese,São Paulo,4,0.4
chicken,Madalena,3,0.4
bistro,Pena,4,0.4
bistro,Pena,3,0.4
grill,Pena,4,0.4
pizza,Sacramento,1,0.4
chicken,Madalena,4,0.4
brunch,Encarnação,4,0.4
veggie_healthy,Castelo,1,0.4
burger,São Cristóvão,1,0.4
japanese,Pena,4,0.4
chicken,Madalena,2,0.4
portuguese,Pena,4,0.4
european,Madalena,3,0.4
mediterranean,Alvalade,4,0.4
pizza,Pena,4,0.4
pastry,São José,4,0.4
cafe,São Paulo,4,0.4
italian,São Cristóvão,1,0.4
veggie_healthy,Pena,4,0.4
mexican,São Cristóvão,1,0.4
italian,São José,4,0.4
chicken,Alvalade,4,0.4
cafe,Pena,4,0.4
mediterranean,Pena,4,0.4
bar,Madalena,3,0.4
pastry,São Paulo,1,0.4
burger,São José,4,0.4
bar,Alvalade,4,0.4
pastry,Sacramento,1,0.4
japanese,São Cristóvão,1,0.4
bar,Madalena,4,0.4
bar,Madalena,1,0.4
chicken,Pena,4,0.4
european,Castelo,1,0.4
seafood,Pena,4,0.4
italian,São Paulo,1,0.4
africa_me,Sacramento,1,0.4
bar,Madalena,2,0.4
burger,São Paulo,4,0.4
grill,Sacramento,1,0.4
indian_nepalese,Castelo,1,0.4
seafood,Alvalade,4,0.4
european,São Paulo,4,0.4
veggie_healthy,São Paulo,1,0.4
mediterranean,Madalena,2,0.4
asian,Pena,3,0.4
fado,São José,4,0.4
fast_food,São Cristóvão,2,0.4
pastry,Pena,4,0.4
cafe,Madalena,3,0.4
south_america,São Paulo,1,0.4
fast_food,São Cristóvão,1,0.4
portuguese,São Paulo,1,0.4
fast_food,Pena,4,0.4
chicken,São Paulo,1,0.4
fado,Pena,4,0.4
pastry,Castelo,1,0.4
cafe,Madalena,2,0.4
brunch,Madalena,2,0.4
brunch,Madalena,4,0.4
bar,São Paulo,1,0.4
veggie_healthy,São Paulo,4,0.4
asian,Pena,4,0.4
bistro,São Paulo,1,0.4
mediterranean,São Paulo,1,0.4
japanese,Pena,3,0.4
pasta,Pena,4,0.4
asian,São Cristóvão,1,0.4
european,Madalena,1,0.4
indian_nepalese,São Paulo,1,0.4
mexican,Pena,4,0.4
veggie_healthy,Sacramento,1,0.4
european,Madalena,2,0.4
mediterranean,Madalena,3,0.4
africa_me,Pena,4,0.4
fast_food,São José,4,0.4
brunch,Alvalade,4,0.4
asian,São Miguel,1,0.4
brunch,Encarnação,1,0.4
grill,São Paulo,1,0.4
burger,Pena,4,0.4
italian,Pena,4,0.4
brunch,Pena,3,0.4
brunch,Anjos,4,0.4
africa_me,São José,4,0.4
pasta,Santos-o-Velho,4,0.4
indian_nepalese,Alvalade,1,0.4
european,Santa Justa,4,0.4
indian_nepalese,Alvalade,2,0.4
mediterranean,Lapa,3,0.4
mediterranean,Lapa,4,0.4
fado,Santa Catarina,3,0.4
veggie_healthy,Madalena,4,0.4
japanese,São José,4,0.4
european,Lapa,4,0.4
brunch,Pena,4,0.4
mediterranean,Lapa,2,0.4
bistro,Alvalade,4,0.4
cafe,Lapa,3,0.4
japanese,Santo Condestável,2,0.4
seafood,São Cristóvão,1,0.4
cafe,Lapa,4,0.4
indian_nepalese,Alvalade,4,0.4
pizza,São José,4,0.4
european,Anjos,3,0.4
grill,Madalena,2,0.4
grill,Madalena,4,0.4
bar,Lapa,2,0.4
chicken,Lapa,3,0.4
european,Encarnação,1,0.4
chicken,Lapa,4,0.4
grill,Madalena,1,0.4
brunch,São Paulo,1,0.4
bistro,Madalena,3,0.4
cafe,São Paulo,1,0.4
africa_me,São Miguel,1,0.4
bistro,Madalena,4,0.4
bistro,Madalena,2,0.4
fast_food,Santa Catarina,3,0.4
chicken,Lapa,2,0.4
european,Lapa,3,0.4
portuguese,Alvalade,4,0.4
european,Alto do Pina,4,0.4
brunch,Madalena,3,0.4
fado,São Paulo,1,0.4
veggie_healthy,São Cristóvão,2,0.4
south_america,Alvalade,4,0.4
south_america,Madalena,3,0.4
bistro,São Cristóvão,2,0.4
pasta,São José,4,0.4
mediterranean,Encarnação,1,0.4
fado,São Paulo,4,0.4
south_america,Madalena,2,0.4
fast_food,São Paulo,1,0.4
grill,São Cristóvão,1,0.4
mexican,São José,4,0.4
veggie_healthy,São Miguel,1,0.4
brunch,Lapa,3,0.4
cafe,Encarnação,4,0.4
cafe,Prazeres,4,0.2
mediterranean,São Vicente de Fora,2,0.2
european,São José,4,0.2
italian,Santa Engrácia,1,0.2
seafood,Prazeres,4,0.2
grill,Sé,1,0.2
brunch,Prazeres,2,0.2
africa_me,Sé,1,0.2
european,São Paulo,2,0.2
japanese,Santos-o-Velho,1,0.2
seafood,Prazeres,1,0.2
south_america,São Vicente de Fora,2,0.2
pastry,Sé,1,0.2
africa_me,Santos-o-Velho,4,0.2
brunch,Prazeres,1,0.2
south_america,Prazeres,1,0.2
european,São Paulo,3,0.2
japanese,Santos-o-Velho,4,0.2
indian_nepalese,Santa Catarina,2,0.2
pizza,São Jorge de Arroios,4,0.2
brunch,Prazeres,4,0.2
bistro,Santa Catarina,3,0.2
grill,Santa Catarina,2,0.2
brunch,Prazeres,3,0.2
portuguese,São Vicente de Fora,2,0.2
veggie_healthy,Madalena,3,0.2
veggie_healthy,São Vicente de Fora,2,0.2
japanese,Mártires,4,0.2
japanese,Madalena,4,0.2
pizza,Sé,1,0.2
european,Prazeres,1,0.2
bistro,São Vicente de Fora,2,0.2
european,São Vicente de Fora,2,0.2
cafe,São Vicente de Fora,1,0.2
european,Madalena,4,0.2
veggie_healthy,São Jorge de Arroios,4,0.2
indian_nepalese,Sé,1,0.2
veggie_healthy,Madalena,2,0.2
grill,São Vicente de Fora,3,0.2
european,São Vicente de Fora,1,0.2
european,Prazeres,2,0.2
brunch,São Vicente de Fora,2,0.2
european,São Vicente de Fora,4,0.2
asian,Mártires,4,0.2
indian_nepalese,São Vicente de Fora,1,0.2
veggie_healthy,São Vicente de Fora,1,0.2
chicken,São Vicente de Fora,1,0.2
asian,Sé,1,0.2
chicken,São Vicente de Fora,3,0.2
chicken,Encarnação,1,0.2
bistro,São Jorge de Arroios,4,0.2
bar,Prazeres,1,0.2
burger,Sé,1,0.2
chicken,Santa Catarina,3,0.2
bistro,São Vicente de Fora,1,0.2
pizza,Santos-o-Velho,1,0.2
mediterranean,Prazeres,1,0.2
veggie_healthy,Madalena,1,0.2
italian,São Vicente de Fora,2,0.2
mediterranean,Sé,1,0.2
brunch,Lapa,4,0.2
indian_nepalese,Lapa,1,0.2
mediterranean,Lapa,1,0.2
indian_nepalese,Mercês,4,0.2
cafe,São Cristóvão,1,0.2
fado,Prazeres,1,0.2
portuguese,Lapa,1,0.2
pizza,Lapa,1,0.2
cafe,Lapa,1,0.2
cafe,Lapa,2,0.2
japanese,Lapa,4,0.2
south_america,São Cristóvão,1,0.2
pasta,Lapa,1,0.2
asian,Prazeres,1,0.2
pastry,Santiago,1,0.2
european,Anjos,4,0.2
brunch,Lapa,1,0.2
brunch,Lapa,2,0.2
cafe,Sé,1,0.2
mexican,Lapa,1,0.2
bistro,São Cristóvão,1,0.2
africa_me,Lapa,1,0.2
indian_nepalese,São Cristóvão,1,0.2
portuguese,São Cristóvão,1,0.2
pasta,São Vicente de Fora,2,0.2
africa_me,Prazeres,3,0.2
africa_me,Prazeres,1,0.2
bistro,Santos-o-Velho,4,0.2
bar,São Cristóvão,1,0.2
pizza,São Cristóvão,1,0.2
south_america,Lapa,1,0.2
fast_food,Santa Catarina,2,0.2
pastry,Mercês,4,0.2
pasta,Nossa Senhora de Fátima,4,0.2
seafood,Lapa,1,0.2
chicken,São Cristóvão,1,0.2
pastry,Santa Catarina,2,0.2
burger,Mercês,4,0.2
africa_me,Nossa Senhora de Fátima,4,0.2
fast_food,Mercês,4,0.2
chicken,Lapa,1,0.2
africa_me,Mercês,4,0.2
indian_nepalese,Nossa Senhora de Fátima,4,0.2
european,São Cristóvão,1,0.2
grill,Lapa,1,0.2
mexican,Mercês,4,0.2
asian,Nossa Senhora de Fátima,4,0.2
pasta,Mercês,4,0.2
fado,Mercês,4,0.2
european,Santa Engrácia,1,0.2
veggie_healthy,Lapa,1,0.2
veggie_healthy,Lapa,4,0.2
fado,Santa Catarina,2,0.2
bistro,Lapa,1,0.2
bistro,Lapa,4,0.2
mediterranean,São Cristóvão,1,0.2
european,Lapa,1,0.2
africa_me,Santa Catarina,2,0.2
bistro,Mercês,4,0.2
fado,Mártires,4,0.2
veggie_healthy,Sé,1,0.2
pasta,Santa Catarina,2,0.2
south_america,Sé,1,0.2
fado,São Vicente de Fora,1,0.2
fast_food,São Vicente de Fora,2,0.2
fast_food,Madalena,3,0.2
bistro,Encarnação,1,0.2
asian,São Vicente de Fora,1,0.2
asian,São Vicente de Fora,2,0.2
italian,São Vicente de Fora,3,0.2
italian,São Vicente de Fora,1,0.2
japanese,Santa Catarina,2,0.2
bistro,São Paulo,4,0.2
mediterranean,Santa Catarina,2,0.2
africa_me,São Jorge de Arroios,4,0.2
bistro,Prazeres,3,0.2
africa_me,São Vicente de Fora,2,0.2
bistro,Sé,1,0.2
bistro,Prazeres,1,0.2
mexican,São Vicente de Fora,2,0.2
veggie_healthy,Prazeres,3,0.2
veggie_healthy,Prazeres,4,0.2
pasta,São Jorge de Arroios,4,0.2
pasta,São Jorge de Arroios,1,0.2
fado,São Cristóvão,1,0.2
bistro,Castelo,1,0.2
bistro,Mártires,4,0.2
asian,Lapa,1,0.2
bar,Sé,1,0.2
japanese,Prazeres,3,0.2
chicken,Mercês,4,0.2
pasta,Prazeres,1,0.2
veggie_healthy,Mártires,4,0.2
japanese,Prazeres,1,0.2
asian,Lapa,4,0.2
cafe,Santos-o-Velho,4,0.2
fado,Lapa,1,0.2
pastry,Lapa,1,0.2
chicken,Sé,1,0.2
pizza,Prazeres,1,0.2
brunch,Santa Catarina,3,0.2
mexican,Sé,1,0.2
brunch,Santos-o-Velho,4,0.2
bistro,Santiago,1,0.2
brunch,Mercês,4,0.2
indian_nepalese,Prazeres,1,0.2
mexican,Prazeres,1,0.2
japanese,São Vicente de Fora,2,0.0
veggie_healthy,Prazeres,1,0.0
bistro,Santa Catarina,2,0.0
european,São Jorge de Arroios,4,0.0
brunch,São Vicente de Fora,3,0.0
pastry,São Cristóvão,1,0.0
bistro,Prazeres,4,0.0
veggie_healthy,São Cristóvão,1,0.0
japanese,Prazeres,4,0.0
grill,Prazeres,1,0.0
seafood,Santa Catarina,2,0.0
chicken,São Vicente de Fora,2,0.0
brunch,Santa Catarina,2,0.0
pastry,Prazeres,1,0.0
chicken,Santa Catarina,2,0.0
cafe,Prazeres,1,0.0
chicken,Prazeres,1,0.0
japanese,São Vicente de Fora,3,0.0
